ADDRESS;ORIGINAL_LAT;ORIGINAL_LNG
Калуга, ул.Ленина, д.80;54.51272;36.26271
г. Кандалакша, Первомайская, 31;67.150582;32.411521
Керчь, ул.Советская, д.15;45.355768;36.470361
Кировск, пр-т.Ленина, д.2а;67.61608;33.678352
г. Кировск, Набережная ул., д. 5;59.886036;30.98832
МО, д. Дрожжино Климовск, пр-кт 50 лет октября д.14/6;55.374223;37.539263
г. Клин, ул. Гагарина, д.59/71;56.323745;36.720696
Ковдор ул Горняков, 24;67.565958;30.471905
Когалым, Шмидта 28;62.257951;74.498296
г. Коломна, ул. Гагарина, д.21;55.09169;38.768674
г. Коломна, ул. Октябрьской Революции, д.301;55.086924;38.795273
пос.Коммунарка, ул.Липовый парк, д.6;55.569708;37.490389
Комсомольск-на-Амуре, пр-т.Ленина, д.42;50.547519;137.002821
Комсомольск-на-Амуре, пр-т.Победы, д.55;50.586955;137.058359
Конаково, пр. Ленина, 11А;56.71625;36.773165
г. Копейск, пр-т.Победы, д.16;55.11734;61.612086
г. Копейск, пр-т.Славы, д.16;55.104318;61.608548
МО, г. Королев, мкр. Юбилейный, ул. Тихонравова, 44/2;55.937114;37.85356
Королев, Дзержинского, 23/2;55.912662;37.856767
Коряжма, ул.Ленина, д.13;61.314311;47.169279
МО, Красково, Егорьевское ш., д.1, к.1;55.663608;37.997748
141292, МО, Красноармейск, пр-кт Испытателей, 9А;56.119915;38.144291
Красногвардейское, ул. 50 лет октября, д.8;45.512185;34.308251
г. Красногорск, Павшинский б-р, д.18;55.816591;37.368595
г. Красногорск, ул. Ленина, д.5;55.824445;37.316825
г. Красногорск, ул.Международная, д.12;55.821012;37.386184
143443, Красногорск, Ново-Никольская улица, 38А;55.839077;37.255947
Краснодар, ул.Восточно-Кругликовская, д.18;45.046782;39.0290808
Краснодар, ул.Героев Разведчиков д.48, стр.2;45.066895;39.033946
350067, Краснодар, Душистая, 53;45.142981;38.994591
Краснодар, ул.Казбекская, д.13;45.066023;38.954876
350901, КК, Краснодар, Первомайская, 47;45.066663;39.149952
Краснодар, ул.Петра Метальникова 3\1;45.093518;39.004185
Краснодар, ул.Ставропольская, д.127;45.021074;39.021837
Краснодар, ул.Трудовой Славы, д.14/2,;45.005418;39.071765
г.Краснодар, Чекистов, 24;45.030171;38.913015
г. Краснознаменск, ул. Победы, д. 9а;55.598105;37.036039
Красноперекопск, ул. Калинина , 2/1;45.954959;33.792384
Красноярск, ул. 78-й Добровольческой бригады  д.11;56.042265;92.910046
г.Кронштадт, ул.Гражданская, д.7/11;59.997919;29.766557
д.Кудрово, пр-т.Европейский, д.5;59.899572;30.51131
д.Кудрово, ул.Ленинградская, д.7;59.914157;30.512841
Кунгур, ул.Ленина, д.69;57.435811;56.934217
Курск, ул.Карла Маркса, д.66;51.758492;36.187013
Кызыл, ул.Ленина д.43;51.720079;94.434685
Липецк, ул. Зегеля, д. 28;52.613512;39.598277
Лиски, ул.Титова, д.19;50.98544;39.483611
г.Лобня, ул.Физкультурная, д.6;56.006059;37.450576
г. Лобня, ул.Чехова, д.4а;56.015751;37.479776
Льгов, ул. Карла-Маркса 47;51.689678;35.284585
г.Люберцы, пос.Калинина, д.50;55.689212;37.876449
Люберцы, улица Барыкина, 7к1;55.709322;37.955555
г. Люберцы, ул. Камова д.6 к.1;55.697092;37.957603
г. Люберцы, ул. Смирновская, д. 16;55.67972565;37.89497375
МО, г. Люберцы ул. Урицкого 14;55.700233;37.892412
Магадан, ул. Дзержинского, д. 21;59.5647;150.795884
г. Магадан, Ул.Кольцевая д.5/1;59.551209;150.828547
Магнитогорск, пр-т.Ленина, д.48;53.41731262;58.98399353
Магнитогорск, ул.Труда, д.24;53.365681;58.975728
Майкоп, Краснооктябрьская 31;44.609423;40.104645
140030, МО, Малаховка, Рельсовая ул. 3А;55.644653;38.00913
Миасс, пр-т.Автозаводцев, д.15;55.061238;60.108029
Мирный (МО), 140060, МО, Мирный, Крымская ул. 12, к. 11;55.624728;37.949581
МО, д. Мисайлово, Литературный б-р, д. 5;55.558921;37.812246
Михайловск,  ул. Гоголя 38/1;45.134875;41.995323
г. Можайск, ул. Мира, д.2;55.504308;36.029953
с. Молоково, Ново-Молоковский б-р, д.10;55.563106;37.853272
МО, п. Монино, ул. Московская, 2;55.843288;38.196249
Мончегорск, пр-т.Металлургов, д.34;67.939383;32.93991
МО, Московский, 3-й Микрорайон, д.3;55.5966;37.341682
пос. Мурино, пр-т Авиаторов Балтики, д. 11;60.055323;30.439991
"пос.Мурино,ул.Вокзальная, автовокзал ""Северный""";60.051046;30.444883
пос. Мурино, ул. Шувалова, д.15;60.05922;30.429514
пос. Мурино, ул.Шувалова, д.5;60.053107;30.424692
Мурманск, ул.Гаджиева, д.2/47;69.006134;33.099424
Мурманск, ул.Лобова, д.36;69.022913;33.089372
Мурманск, ул.Полярные Зори, д.19;68.960342;33.085599
Мурманск, ул.Щербакова, д.14;68.907435;33.086686
МО, г. Мытищи, Осташковское шоссе, 22к5;55.964412;37.671093
г.Мытищи, Шараповский пр-д, д.1;55.915472;37.760791
г.Мытищи, Новомытищинский пр., д.21;55.908303;37.735324
г. Мытищи, ул. Мира д.32,а;55.919342;37.724247
Наро-Фоминск, пл.Свободы 2;55.386881;36.73354
г.Нахабино, ул.Красноармейская, д.5Б;55.849049;37.181737
с. Немчиновка, Советский пр., д.104;55.726822;37.352947
Нефтекамск, Комсомольский 43Б;56.075584;54.234025
Нефтеюганск, 1 микрорайон, 19 дом, помещение № 64/2;61.08782;72.598697
Нижневартовск, ул. Ленина, 15к2;60.937164;76.582833
Нижний Новгород, пр-т.Гагарина, д.3;56.306278;43.984607
Нижний Тагил, Свердловское ш.,д.31;57.875754;60.015213
Никель, ул.Бредова, д.15;69.40415;30.202384
Новокузнецк, пр.Курако 43;53.7585;87.102797
Новокузнецк, ул.Транспортная, д.58;53.743869;87.156876
Новороссийск, пр-т Ленина, д.22;44.697995;37.784934
Новосибирск, ул. Авиастроителей, д.2/1;55.068555;82.964514
Новосибирск, ул. Блюхера, д.7;54.984033;82.88968
Новосибирск, ул. Гоголя, д.17;55.043216;82.925793
Новосибирск, ул. Дуси Ковальчук, д.183а;55.062607;82.919828
Новосибирск, ул. Дуси Ковальчук, д. 260;55.05793;82.909704
Новосибирск, ул. Орджоникидзе, д.43;55.032072;82.930365
Новочеркасск, пр-т.Баклановский, д.65а;47.421638;40.079792
Новочеркасск, ул. Калинина, д. 73;47.4864;40.100282
142400, МО, Ногинск, Набережная 60-летия Октября, 4а;55.860453;38.437896
г. Ногинск, ул. 3-го Интернационала, д.72;55.854977;38.437941
Обнинск, ул Гагарина, 45;55.120779;36.583576
Обнинск, Курчатова д.38Б.;55.114144;36.620597
143006, МО, Одинцово, Рябиновая 1к1;55.654731;37.266493
МО, Одинцово, Чикина, 1А;55.683716;37.293837
184530, Оленегорск, Ленинградкий пр., 4;68.138475;33.277829
Омск, пр-т.Карла Маркса, д.54;54.94838;73.386457
Омск, пр-т.Мира, д.48;55.029518;73.284399
Омск, ул.10 лет Октября, д.113;54.985772;73.405312
Омск, ул.Гуртьева, д.25;54.920082;73.407531
МО, г. Орехово-Зуево, ул. Карла Либкнехта д.7;55.801243;38.976113
Орехово-Зуево, ул. Пушкина, д. 11А;55.810961;38.971235
Павловский Посад, пер. Дзержинского, д.1;55.779491;38.649808
пос.Парголово, ул.Фёдора Абрамова, д.16;60.077764;30.342178
г. Первоуральск, ул. Ватутина, д. 46;56.907475;59.944687
Переславль-Залесский, ул. Кооперативная, д. 49;56.750285;38.872204
Пермь, б-р.Гагарина, д.85;57.997245;56.288094
Пермь, пр-т.Парковый, д.13;57.998433;56.149951
Пермь, пр-т.Парковый, д.54/2;57.997598;56.165888
Пермь, ул.Академика Веденеева, д.77;58.105016;56.384717
Пермь, ул.Вильямса, д.6;58.105563;56.301551
Пермь, ул.Докучаева, д.42;58.036067;56.143206
Пермь, ул.Дружбы, д.23;58.014503;56.283261
Пермь, ул.Екатерининская, д.141;58.004461;56.216885
Пермь, ул.Калинина, д.50;58.031861;56.019777
Пермь, ул.Карпинского, д.23;57.986841;56.217657
Пермь, ул.Космонавта Леонова, д.64;57.963054;56.178248
Пермь, ул.Куйбышева, д.93;57.991865;56.247994
Пермь, ул.Мильчакова, д.5;57.99663;56.226488
Пермь, ул.Мира, д.59;57.974921;56.176038
Пермь, ул.Чернышевского д.19;57.99684;56.264693
Пермь, ул.Юрша, д.25;58.001876;56.301488
г. Подольск, 65 летия Победы б-р, д.12/2;55.420025;37.480112
г. Подольск, Рязановское шоссе, д.19;55.472515;37.549175
г. Подольск, ул. Барамзиной, д.3 к.2;55.434742;37.559918
МО, Подольск, Садовая 3/2;55.451058;37.548007
Полярные Зори, ул Энергетиков, 27;67.371259;32.48503
Полярный,ул.Советская д.3;69.195959;33.461813
Псков, пр-т.Рижский, д.21;57.817893;28.313218
Псков, ул.Коммунальная, д.48;57.817951;28.286188
д. Путилково, Спасо-Тушинский б-р, д.2;55.87395;37.399946
МО, Пушкино, Москвский 14;56.009874;37.847532
г. Пушкино, ул. Набережная д.35 к.7;56.020084;37.860602
Пыть-Ях, 628383, ХМАО, микрорайон 5 Солнечный, 19;60.751477;72.795087
Пятигорск, ул Панагюриште д.1;44.054244;43.062989
Радужный, 7 мкрн.д.14А;62.130035;77.460721
Развилка, дом 45.;55.590043;37.762695
123458, Раздоры, Липовой Рощи, 1к1;55.79899;37.37746
г. Раменское, ул. Гурьева, д.11/2;55.566914;38.236485
г. Раменское, ул.Чугунова, д.41;55.579546;38.202142
г. Реутов, пр-т Юбилейный, д.47;55.752561;37.876404
г. Реутов, ул. Новая, д.2;55.75703;37.852383
Реутов, Реутовских Ополченцев, 2;55.771287;37.846831
г.Ржавки, 2й мкр, с 20 МТРК Зеленопарк;55.998781;37.258686
Ростов-на-Дону, мкрн.Сельмаш, ул.Металлургическая, д.111;47.252057;39.769939
Ростов-на-Дону, пос.Чкаловский, пер.Днепровский, д.116д;47.2861183;39.7588469
Ростов-на-Дону, пр-т.40-летия Победы, д.91;47.2394572;39.8308229
Ростов-на-Дону, Буденновский, 90/133;47.234421;39.701754
Ростов-на-Дону, пр-т.Кировский, д.57/166;47.227867;39.728973
Ростов-на-Дону, пр-т.Космонавтов, д.9;47.2816;39.715703
Ростов-на-Дону, пр-т.Стачки, д.203;47.212042;39.637329
Ростов-на-Дону, ул.2-я Краснодарская, д.135;47.203287;39.633514
Ростов-на-Дону, ул.Добровольского, д.15;47.293595;39.702276
Ростов-на-Дону, Еременко, 100/70;47.231618;39.593561
Ростов-на-Дону, Зорге, 62/1;47.227463;39.630059
Ростов-на-Дону, ул.Красноармейская, д.155;47.232679;39.733465
Ростов-на-Дону, ул.Немировича-Данченко, д.78,корп.5;47.2605;39.690075
Ростов-на-Дону, Петренко, 16;47.319143;39.682233
Ростов-на-Дону, Социалистическая 69\21;47.219618;39.710701
Ростов-на-Дону, ул.Таганрогская, д.120а;47.2567023;39.6459409
Ростов-на-Дону, ул.Таганрогская, д.151;47.262431;39.655089
г. Рощино, ул. Советская, д. 6;60.25782;29.599515
МО, г.Руза, ул. Федеративная 13/1;55.705113;36.193186
Рязань, Площадь Новаторов, 2;54.639747;39.654394
Рязань, Вокзальная, дом 61;54.632833;39.710782
390039, Рязань, Интернациональная, 22А;54.664234;39.667932
Рязань, ул.Новоселов, д.7;54.613098;39.789896
Саки, ул.Советская, д.2;45.13214;33.598421
Сальск, Ул. Пушкина, 19А;46.472558;41.541863
г. Саранск, ул.Севастопольская 7/1;54.177247;45.215945
Саратов ул. Волжская 2/10;51.528503;46.044408
Саратов, ул. Усть-Курдюмская, д. 4;51.575327;46.072731
Свободный, ул.Ленина, д. 43;51.372037;128.1380845
Севастополь, пр-т.Генерала Острякова, д.38а;44.583158;33.517524
Севастополь, пр.Героев Сталинграда д.39;44.589566;33.443559
Северодвинск, пр-т.Ленина, д.11;64.56499673;39.82450068
164509, Северодвинск, Северная, 6;64.597465;39.801062
Североморск, ул.Советская, д.22;69.0667746;33.4208697
р.п. Селятино, ул. Спортивная, д.5/1;55.517006;36.9832
г.Сергиев Посад, ул.1-я Рыбная, д.19/22;56.3047;38.137032
г.Сергиев Посад, ул.Инженерная, д.8;56.324506;38.141802
г. Серпухов, ул.Ворошилова, д. 58;54.917257;37.421731
г. Серпухов, ул. Фрунзе, д.12;54.929917;37.45725
г. Сертолово, ул. Сосновая, д.4;60.14323425;30.2102623
г.Сестрорецк, ул.Токарева, д.1;60.085972;29.956232
Сибай, ул. горняков 25 литера А;52.719528;58.664704
Симферополь, пр-кт Победы, 210В;44.973621;34.134822
Симферополь, проспект Победы д.54;44.9622306;34.1192814
Симферополь, ул.Залесская, д.81;44.91112317;34.08622146
Симферополь, ул.Пушкина д.1, лит.Г;44.951708;34.09994
Славянск-на-Кубани, ул.Ковтюха, д.69;45.256709;38.116266
Советск, ул.Ленина, д.18;55.077076;21.884685
Соликамск, пр-т Ленина 36в;59.679103;56.801437
г. Солнечногорск, ул.Баранова, д.12А;56.185322;36.98585
г.Сортавала, ул. Карельская, д. 11а;61.702316;30.688858
Сочи, ул.Донская, д.96;43.624176;39.720385
Сочи, Крымская 89;43.62768;39.695582
Сочи, ул.Параллельная, д.9/7;43.591029;39.733761
Сочи, ул.Просвещения 42А;43.423717;39.917134
Сочи, Свердлова, 78;43.430971;39.923377
Среднеуральск, Ул. Лесная, 2Б;56.979831;60.486568
Старовеличковская, Красная ул. 184А;45.435347;38.718566
298000, Судак, ул. Ленина, 66А;44.850801;34.975771
Сургут, пр-т Комсомольский, д.19;61.239099;73.448171
Сургут, ул. 30 лет Победы, д. 46;61.253944;73.43343
Сургут, Югорский тракт 38;61.266364;73.369973
г. Сходня, ул. Октябрьская, д. 4а;55.949314;37.298365
Сыктывкар, пр-т.Бумажников, д.44;61.779185;50.747834
Сыктывкар, ул.Орджоникидзе, д.40;61.672686;50.824092
Таганрог, ул.Чехова, д.134;47.21403;38.912126
Таганрог, ул.Чехова, д.322;47.221019;38.866042
Талица, ул. Луначарского 69;57.011166;63.730529
Тамбов, Советская, 109;52.730878;41.454232
Тверь, пр-т.Волоколамский, д.25;56.839223;35.91239
Тверь, Комсомольский пр-т, д 11;56.870583;35.912875
Тобольск, 8-й мкрн., д.41/1;58.223762;68.278142
Тольятти, ул.Гагарина, д.2;53.510942;49.415623
140070, МО, Томилино, ул. Гоголя, д. 36;55.667696;37.952527
Томск, пос. Зональная станция, ул. Королёва, д.2а;56.445787;85.024949
Томск, пр-т. Комсомольский, д.55;56.47527;84.981111
Томск, пр-т. Мира, д.23;56.51643372;84.97953033
Томск, Иркутский тракт, д.44;56.504174;85.011043
Томск, ул. Учебная, д.50;56.459129;84.969145
г. Троицк, ул. Нагорная, д.10;55.492457;37.298994
Туапсе, ул.Гоголя, д.15/6;44.096961;39.077065
Туапсе, ул. Фрунзе , 28;44.105385;39.059397
Тула, пр-т.Ленина, д.22;54.190551;37.614186
143132, МО, Тучково, ул. Кирова, д. 1;55.600277;36.472409
Тюмень, ул.Моторостроителей, д.4а;57.107196;65.608169
Тюмень, ул.Холодильная, д. 55;57.148185;65.574267
Уссурийск, ул. Комсомольская ул. Д. 129;43.807998;131.977045
Уссурийск, ул. Некрасова, д.91;43.800272;131.950622
г.Иглино, ул. Ленина, д.1/2;54.826904;56.403914
Уфа, ул. 50 лет СССР, д.2а;54.758423;55.997849
Уфа, ул. Айская, д.83;54.734851;55.9799
Уфа, ул. Бакалинская, д. 25;54.718073;55.986665
Уфа, ул. Гвардейская, д.56/6;54.762329;56.240322
Уфа, ул. Космонавтов, д.14;54.818195;56.064585
Уфа, ул. Летчиков, д. 9;54.794393;55.868958
Уфа, ул. Маршала Жукова, д.5/2;54.767093;56.050185
Уфа, ул. Менделеева, д.187;54.721791;56.011099
Уфа, ул. Орджоникидзе, д.11;54.805448;56.12496
Уфа, ул. Первомайская, д.31;54.816748;56.078823
Уфа, ул. Проспект Октября, д.14;54.745261;55.992396
Уфа, ул. Проспект Октября, д.160;54.788149;56.035919
Уфа, ул. Проспект Октября, д.78;54.763031;56.015042
Уфа, ул. Революционная, д.28;54.734877;55.953831
Уфа, ул. Революционная, д.60;54.733822;55.962599
Уфа, ул. Софьи Перовской, д.50;54.69741058;55.98979187
Уфа, ул. Степана Кувыкина, д.35;54.709148;55.998945
Уфа, ул. Транспортная, д.46/1;54.780667;56.118879
Уфа, ул. Ухтомского, д.14;54.704914;55.829792
Уфа, ул.Чернышевского, д.84;54.72894;55.944839
Ухта, пр-т Космонавтов, д.18/18;63.565465;53.674015
Учалы, ул. Карла Маркса, д.11;54.316175;59.380017
Феодосия, ул. Украинская, д.11;45.029113;35.380902
г.Фрязино, пр. Мира, д.20;55.954793;38.05913
Ханты-Мансийск, ул. Чехова, д.26;61.00219;69.033472
МО, Химки, пр-кт Мира, д. 18/5;55.899855;37.454007
г.Химки, Юбилейный пр., д.50;55.887836;37.416682
Химки, ул. 9 Мая, д. 10в;55.902641;37.414382
г. Химки, ул. Библиотечная, д.22;55.894606;37.48013
МО, Химки, ул. Германа Титова, д.4;55.916623;37.410421
г. Химки, ул.Московская, д.7/1;55.892006;37.448222
г. Копейск, пр-т.Победы, д.16;55.11734;61.612086
г. Копейск, пр-т.Славы, д.16;55.104318;61.608548
Челябинск, пр-т.Комсомольский, д.93;55.19404984;61.30480957
Челябинск, пр-т.Победы, д.166;55.185137;61.400425
Челябинск, пр-т.Победы, д.392;55.183554;61.292456
Челябинск, пр-т.Свердловский, д.65;55.158215;61.389582
ул.250 лет Челябинска, д.13;55.180182;61.304359
Челябинск, ул.60 лет Октября, д.12;55.264701;61.397757
Челябинск, ул.Академика Королёва, д.28;55.16414;61.296175
Челябинск, ул.Воровского, д.73;55.141691;61.376395
Челябинск, ул.Гагарина, д.16;55.139617;61.440543
Челябинск, ул.Горького, д.81;55.184711;61.432423
Челябинск, ул.Доватора, д.42;55.145426;61.385351
Челябинск, ул.Зальцмана, д.32;55.1677267;61.5231897
Челябинск, ул.Красного Урала, д.10;55.193992;61.354009
Челябинск, ул.Мамина, д.17а;55.193833;61.481453
Челябинск, ул.Масленникова, д.2;55.11753;61.468032
Челябинск, ул.Молодогвардейцев, д.41;55.18439102;61.33404922
Челябинск, ул.Салютная, д.2;55.171766;61.456965
Челябинск, ул.Скульптора Головницкого, д.10а;55.208697;61.286267
Челябинск, ш.Металлургов, д.30а;55.249086;61.391064
г. Чехов, ул.Чехова, д.79;55.141506;37.457304
Чита, ул. Журавлева, 79;52.044427;113.504948
143700, МО, Шаховская, 1-я Советская 26;56.030643;35.514266
346506, Шахты, ул. Текстильная, 29;47.727453;40.247723
Шахты, ул.Шевченко, д.119;47.705423;40.217638
Шуя, Свердлова, 115;56.836298;41.391934
г. Щелково, мкр. Богородский, д. 5;55.938178;37.974832
Щелково, Комсомольская 7/1а;55.929086;37.995558
МО, Щелково, ул. Центральная, д.17;55.918767;37.984642
г. Щербинка, у. Маршала Савицкого, д. 6, корп. 1;55.504822;37.578702
г. Электросталь, ул.Карла Маркса, д.30;55.797645;38.4656
г. Электросталь, ул. Корешкова, д.3;55.784633;38.447382
г. Электросталь, ул.Мира, д.21;55.774634;38.448685
Энгельс, ул. Тельмана, д. 18;51.501067;46.123998
Юрга, ул. Московская, д.40;55.715652;84.924436
Р. Адыгея, пгт Яблоновский, ул. Гагарина 150;44.993506;38.930568
Ялта, ул.Игнатенко, д.2В;44.497511;34.171833
Ялта, ул.Пушкинская, д.38;44.490869;34.153983
Янино, Голландская д.6;59.949861;30.574233
Ярославль, ул. Свободы д.11\37;57.680888;39.791666
Ярославль, ул.Свободы д.11\37;57.625181;39.881794
